"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"AYM00089606","VOSTOK, AY","2021-01-01",,"1491.0","-30.8",,"-37.1"
"AYM00089606","VOSTOK, AY","2021-01-02","0.0","1491.0","-31.1",,"-37.2"
"AYM00089606","VOSTOK, AY","2021-01-03","0.0","1491.0","-30.8",,"-36.0"
"AYM00089606","VOSTOK, AY","2021-01-04","0.0","1491.0","-30.1",,"-36.6"
"AYM00089606","VOSTOK, AY","2021-01-05","0.0","1491.0","-30.3",,
"AYM00089606","VOSTOK, AY","2021-01-06","0.0","1491.0","-31.2",,"-37.2"
"AYM00089606","VOSTOK, AY","2021-01-07","0.3","1491.0","-32.6",,"-37.1"
"AYM00089606","VOSTOK, AY","2021-01-08","0.0","1491.0","-32.9","-28.3","-38.2"
"AYM00089606","VOSTOK, AY","2021-01-09","0.0","1491.0","-31.5",,"-39.4"
"AYM00089606","VOSTOK, AY","2021-01-10","0.0","1491.0","-32.8",,
"AYM00089606","VOSTOK, AY","2021-01-11",,"1491.0","-33.6",,"-39.8"
"AYM00089606","VOSTOK, AY","2021-01-12","0.0","1491.0","-35.1",,"-40.6"
"AYM00089606","VOSTOK, AY","2021-01-13","0.0","1491.0","-34.1",,"-40.8"
"AYM00089606","VOSTOK, AY","2021-01-14","0.0","1491.0","-35.1",,"-41.4"
"AYM00089606","VOSTOK, AY","2021-01-15","0.0","1491.0","-34.8",,"-41.3"
"AYM00089606","VOSTOK, AY","2021-01-16","0.5","1491.0","-34.8",,"-40.2"
"AYM00089606","VOSTOK, AY","2021-01-17","0.0","1491.0","-32.6",,"-42.2"
"AYM00089606","VOSTOK, AY","2021-01-18","0.0","1491.0","-32.8",,"-40.0"
"AYM00089606","VOSTOK, AY","2021-01-19","0.0","1491.0","-33.3",,"-40.4"
"AYM00089606","VOSTOK, AY","2021-01-20","0.3","1501.0","-30.7",,"-34.2"
"AYM00089606","VOSTOK, AY","2021-01-21","0.3","1501.0","-30.9","-24.6",
"AYM00089606","VOSTOK, AY","2021-01-22",,"1501.0","-31.3",,"-38.9"
"AYM00089606","VOSTOK, AY","2021-01-23","0.3","1501.0","-27.3",,"-35.9"
"AYM00089606","VOSTOK, AY","2021-01-24","0.3","1501.0","-30.2",,
"AYM00089606","VOSTOK, AY","2021-01-25","0.0","1501.0","-31.7",,"-35.8"
"AYM00089606","VOSTOK, AY","2021-01-26","0.0","1501.0","-32.9",,"-36.5"
"AYM00089606","VOSTOK, AY","2021-01-27","0.0","1501.0","-33.3",,"-37.4"
"AYM00089606","VOSTOK, AY","2021-01-28","0.5","1501.0","-33.4",,
"AYM00089606","VOSTOK, AY","2021-01-29",,"1501.0","-29.6",,"-39.7"
"AYM00089606","VOSTOK, AY","2021-01-30","0.3","1509.0","-28.9",,
"AYM00089606","VOSTOK, AY","2021-01-31","0.3","1509.0","-29.1",,"-35.0"
"AYM00089606","VOSTOK, AY","2021-02-01","0.3","1509.0","-32.3",,
"AYM00089606","VOSTOK, AY","2021-02-02","0.0","1509.0","-35.6",,
"AYM00089606","VOSTOK, AY","2021-02-03","0.0","1509.0","-36.9",,"-42.3"
"AYM00089606","VOSTOK, AY","2021-02-04","0.5","1509.0","-39.2",,
"AYM00089606","VOSTOK, AY","2021-02-05",,"1509.0","-40.8",,"-46.2"
"AYM00089606","VOSTOK, AY","2021-02-06",,"1509.0","-41.2",,"-46.9"
"AYM00089606","VOSTOK, AY","2021-02-09",,"1509.0","-41.9",,"-49.8"
"AYM00089606","VOSTOK, AY","2021-02-14","0.8","1509.0","-41.8",,"-51.1"
"AYM00089606","VOSTOK, AY","2021-02-15","0.5","1509.0","-43.9",,
"AYM00089606","VOSTOK, AY","2021-02-16","0.0",,"-48.2",,"-53.5"
"AYM00089606","VOSTOK, AY","2021-02-17","0.3",,"-48.7",,"-54.5"
"AYM00089606","VOSTOK, AY","2021-02-18","0.0",,"-49.8",,"-54.9"
"AYM00089606","VOSTOK, AY","2021-02-21",,"20.0","-50.2",,"-55.6"
"AYM00089606","VOSTOK, AY","2021-02-22",,"20.0","-48.6",,"-56.7"
"AYM00089606","VOSTOK, AY","2021-02-23",,"10.0","-48.9",,
"AYM00089606","VOSTOK, AY","2021-02-24","0.0","20.0","-51.3",,"-56.4"
"AYM00089606","VOSTOK, AY","2021-02-25","0.0","20.0","-50.8",,"-57.2"
"AYM00089606","VOSTOK, AY","2021-02-26",,"20.0","-50.2",,"-55.7"
"AYM00089606","VOSTOK, AY","2021-02-27","0.0","20.0","-50.4",,
"AYM00089606","VOSTOK, AY","2021-02-28","0.0","20.0","-54.8",,
"AYM00089606","VOSTOK, AY","2021-03-01","0.0","20.0","-55.6",,"-60.4"
"AYM00089606","VOSTOK, AY","2021-03-02","0.0","20.0","-54.6",,"-61.7"
"AYM00089606","VOSTOK, AY","2021-03-03","0.0","20.0","-53.1",,"-58.9"
"AYM00089606","VOSTOK, AY","2021-03-04","0.3","20.0","-54.4",,
"AYM00089606","VOSTOK, AY","2021-03-05","0.0","20.0","-56.2",,"-61.0"
"AYM00089606","VOSTOK, AY","2021-03-06",,"20.0","-51.1",,"-60.1"
"AYM00089606","VOSTOK, AY","2021-03-08","0.0","30.0","-55.3",,
"AYM00089606","VOSTOK, AY","2021-03-09","0.0","30.0","-57.9",,"-62.5"
"AYM00089606","VOSTOK, AY","2021-03-10","0.0","30.0","-57.9",,"-63.9"
"AYM00089606","VOSTOK, AY","2021-03-11","0.0","30.0","-60.7",,
"AYM00089606","VOSTOK, AY","2021-03-12",,"30.0","-60.8",,"-65.5"
"AYM00089606","VOSTOK, AY","2021-03-13","0.0","30.0","-61.7",,"-64.9"
"AYM00089606","VOSTOK, AY","2021-03-14","0.0","30.0","-59.4",,"-64.5"
"AYM00089606","VOSTOK, AY","2021-03-15","0.5","30.0","-58.0",,"-61.7"
"AYM00089606","VOSTOK, AY","2021-03-16","0.0","41.0","-56.6",,
"AYM00089606","VOSTOK, AY","2021-03-17","0.3","30.0","-61.6",,
"AYM00089606","VOSTOK, AY","2021-03-18","0.3","30.0","-66.9","-62.5",
"AYM00089606","VOSTOK, AY","2021-03-19","0.0","30.0","-63.2",,"-70.0"
"AYM00089606","VOSTOK, AY","2021-03-20",,"30.0","-58.3",,"-63.0"
"AYM00089606","VOSTOK, AY","2021-03-21","0.3","30.0","-59.1",,
"AYM00089606","VOSTOK, AY","2021-03-22","0.3","30.0","-58.1",,"-63.6"
"AYM00089606","VOSTOK, AY","2021-03-23","0.5","30.0","-57.1",,"-60.5"
"AYM00089606","VOSTOK, AY","2021-03-24","0.0","30.0","-56.2",,"-60.0"
"AYM00089606","VOSTOK, AY","2021-03-25","0.0","30.0","-55.5",,
"AYM00089606","VOSTOK, AY","2021-03-26","0.0","30.0","-55.8",,"-59.0"
"AYM00089606","VOSTOK, AY","2021-03-27","0.5","30.0","-47.6",,"-56.8"
"AYM00089606","VOSTOK, AY","2021-03-28","0.0","30.0","-52.7",,"-55.2"
"AYM00089606","VOSTOK, AY","2021-03-29","0.0","30.0","-58.2",,
"AYM00089606","VOSTOK, AY","2021-03-30","0.0","30.0","-61.1",,"-63.2"
"AYM00089606","VOSTOK, AY","2021-03-31","0.3","41.0","-59.8",,"-63.1"
"AYM00089606","VOSTOK, AY","2021-04-01","0.5","41.0","-59.0",,"-60.7"
"AYM00089606","VOSTOK, AY","2021-04-02","0.3","30.0","-61.8",,
"AYM00089606","VOSTOK, AY","2021-04-03","0.0","30.0","-57.3",,"-63.9"
"AYM00089606","VOSTOK, AY","2021-04-04","0.3","30.0","-58.0",,"-60.6"
"AYM00089606","VOSTOK, AY","2021-04-05","0.0","30.0","-58.9",,
"AYM00089606","VOSTOK, AY","2021-04-06","0.0","30.0","-63.8",,"-64.9"
"AYM00089606","VOSTOK, AY","2021-04-07","0.0","41.0","-63.9",,"-64.9"
"AYM00089606","VOSTOK, AY","2021-04-08","0.0","41.0","-67.1",,
"AYM00089606","VOSTOK, AY","2021-04-09","0.0","41.0","-66.4",,"-69.3"
"AYM00089606","VOSTOK, AY","2021-04-10",,"41.0","-66.0",,"-67.2"
"AYM00089606","VOSTOK, AY","2021-04-11","0.5","41.0","-63.5",,
"AYM00089606","VOSTOK, AY","2021-04-12","0.3","41.0","-69.1",,
"AYM00089606","VOSTOK, AY","2021-04-13","0.0","41.0","-68.2",,"-70.8"
"AYM00089606","VOSTOK, AY","2021-04-14","0.0","41.0","-68.9",,"-70.3"
"AYM00089606","VOSTOK, AY","2021-04-15",,"41.0","-65.5",,"-69.5"
"AYM00089606","VOSTOK, AY","2021-04-16","0.3","41.0","-66.3",,
"AYM00089606","VOSTOK, AY","2021-04-17","0.8","41.0","-62.1",,"-67.7"
"AYM00089606","VOSTOK, AY","2021-04-18","1.0","41.0","-63.7",,
"AYM00089606","VOSTOK, AY","2021-04-19","0.0","41.0","-67.8",,
"AYM00089606","VOSTOK, AY","2021-04-20","0.0","41.0","-68.9",,"-71.4"
"AYM00089606","VOSTOK, AY","2021-04-21","0.0","41.0","-67.8",,"-70.0"
"AYM00089606","VOSTOK, AY","2021-04-22","0.0","41.0","-63.3",,"-68.0"
"AYM00089606","VOSTOK, AY","2021-04-23","0.0","41.0","-61.7",,"-66.0"
"AYM00089606","VOSTOK, AY","2021-04-24","0.0","30.0","-60.1",,"-61.5"
"AYM00089606","VOSTOK, AY","2021-04-25","0.3","30.0","-60.4",,
"AYM00089606","VOSTOK, AY","2021-04-26","0.3","41.0","-63.3",,"-64.2"
"AYM00089606","VOSTOK, AY","2021-04-27","0.3","41.0","-62.3",,"-63.4"
"AYM00089606","VOSTOK, AY","2021-04-29","0.0","41.0","-63.6",,
"AYM00089606","VOSTOK, AY","2021-04-30","0.0","41.0","-66.7",,
"AYM00089606","VOSTOK, AY","2021-05-01",,"41.0","-70.1",,
"AYM00089606","VOSTOK, AY","2021-05-02","0.0","41.0","-72.1",,"-73.2"
"AYM00089606","VOSTOK, AY","2021-05-03","0.0","41.0","-72.8",,"-74.0"
"AYM00089606","VOSTOK, AY","2021-05-04",,"41.0","-71.9",,"-74.0"
"AYM00089606","VOSTOK, AY","2021-05-05","0.0","41.0","-71.8",,"-73.1"
"AYM00089606","VOSTOK, AY","2021-05-06","0.0","41.0","-71.6",,
"AYM00089606","VOSTOK, AY","2021-05-07","0.0","41.0","-74.2",,
"AYM00089606","VOSTOK, AY","2021-05-08",,"41.0","-75.9",,
"AYM00089606","VOSTOK, AY","2021-05-09",,"41.0","-78.3",,
"AYM00089606","VOSTOK, AY","2021-05-10","0.0","41.0","-73.2",,"-78.8"
"AYM00089606","VOSTOK, AY","2021-05-11","0.0","41.0","-69.0",,"-72.5"
"AYM00089606","VOSTOK, AY","2021-05-12","0.5","41.0","-65.4",,"-71.7"
"AYM00089606","VOSTOK, AY","2021-05-13","0.5","41.0","-66.1",,
"AYM00089606","VOSTOK, AY","2021-05-14","0.0","41.0","-69.2",,"-70.3"
"AYM00089606","VOSTOK, AY","2021-05-15","0.0","41.0","-70.2",,
"AYM00089606","VOSTOK, AY","2021-05-16","0.0","41.0","-66.7",,"-71.9"
"AYM00089606","VOSTOK, AY","2021-05-17","0.0","41.0","-63.4",,"-67.4"
"AYM00089606","VOSTOK, AY","2021-05-18","0.0","41.0","-56.9",,"-62.6"
"AYM00089606","VOSTOK, AY","2021-05-19","0.5","41.0","-56.5",,
"AYM00089606","VOSTOK, AY","2021-05-20","0.0","41.0","-69.1",,
"AYM00089606","VOSTOK, AY","2021-05-21","0.0","41.0","-69.4",,"-72.7"
"AYM00089606","VOSTOK, AY","2021-05-23","0.5","41.0","-70.5",,
"AYM00089606","VOSTOK, AY","2021-05-24","0.0","41.0","-67.6",,"-73.9"
"AYM00089606","VOSTOK, AY","2021-05-25","0.0","41.0","-61.6",,"-67.7"
"AYM00089606","VOSTOK, AY","2021-05-26","0.0","41.0","-70.1",,
"AYM00089606","VOSTOK, AY","2021-05-27","0.0","41.0","-70.7",,
"AYM00089606","VOSTOK, AY","2021-05-28",,"41.0","-72.3",,
"AYM00089606","VOSTOK, AY","2021-05-29","0.5","41.0","-56.6",,
"AYM00089606","VOSTOK, AY","2021-05-30","0.3","41.0","-59.2",,
"AYM00089606","VOSTOK, AY","2021-05-31","0.0","41.0","-67.2",,
"AYM00089606","VOSTOK, AY","2021-06-01","0.0","41.0","-70.1",,"-71.4"
"AYM00089606","VOSTOK, AY","2021-06-02","0.0","41.0","-67.6","-64.9","-70.5"
"AYM00089606","VOSTOK, AY","2021-06-03","0.0","41.0","-68.9",,
"AYM00089606","VOSTOK, AY","2021-06-04","0.0","41.0","-67.8",,"-71.5"
"AYM00089606","VOSTOK, AY","2021-06-05","0.0","41.0","-69.7",,
"AYM00089606","VOSTOK, AY","2021-06-06","0.3","41.0","-72.6",,
"AYM00089606","VOSTOK, AY","2021-06-07","0.0","41.0","-73.0",,
"AYM00089606","VOSTOK, AY","2021-06-08",,"41.0","-63.4",,"-73.4"
"AYM00089606","VOSTOK, AY","2021-06-09","0.0","41.0","-70.3",,
"AYM00089606","VOSTOK, AY","2021-06-10","0.0","41.0","-70.8",,"-71.7"
"AYM00089606","VOSTOK, AY","2021-06-11","0.0","41.0","-71.4",,
"AYM00089606","VOSTOK, AY","2021-06-12","0.0","41.0","-74.1",,
"AYM00089606","VOSTOK, AY","2021-06-13",,"41.0","-60.4",,"-75.8"
"AYM00089606","VOSTOK, AY","2021-06-14","0.0","41.0","-68.8",,
"AYM00089606","VOSTOK, AY","2021-06-15","0.0","41.0","-66.4",,"-71.0"
"AYM00089606","VOSTOK, AY","2021-06-16","0.3","41.0","-56.0",,"-67.6"
"AYM00089606","VOSTOK, AY","2021-06-18",,,"-73.6",,
"AYM00089606","VOSTOK, AY","2021-06-20","0.0","41.0","-74.8",,"-77.1"
"AYM00089606","VOSTOK, AY","2021-06-21","0.0","41.0","-68.1",,"-74.9"
"AYM00089606","VOSTOK, AY","2021-06-22","0.5","41.0","-66.2",,"-68.2"
"AYM00089606","VOSTOK, AY","2021-06-23","0.3","41.0","-68.1",,
"AYM00089606","VOSTOK, AY","2021-06-24",,"41.0","-69.8",,"-71.2"
"AYM00089606","VOSTOK, AY","2021-06-25","0.0","41.0","-71.3",,
"AYM00089606","VOSTOK, AY","2021-06-26","0.0","41.0","-73.5",,
"AYM00089606","VOSTOK, AY","2021-06-27","0.0","41.0","-76.1",,
"AYM00089606","VOSTOK, AY","2021-06-28","0.0","41.0","-74.1",,"-77.8"
"AYM00089606","VOSTOK, AY","2021-06-29","0.0","41.0","-71.3",,"-75.8"
"AYM00089606","VOSTOK, AY","2021-06-30","0.3","41.0","-69.0",,
"AYM00089606","VOSTOK, AY","2021-07-01","0.3","41.0","-73.8",,"-76.6"
"AYM00089606","VOSTOK, AY","2021-07-02","0.0","41.0","-71.2",,"-75.7"
"AYM00089606","VOSTOK, AY","2021-07-03","0.0","41.0","-63.2",,"-70.9"
"AYM00089606","VOSTOK, AY","2021-07-04",,"41.0","-55.8",,"-65.3"
"AYM00089606","VOSTOK, AY","2021-07-05","0.0","41.0","-54.4",,
"AYM00089606","VOSTOK, AY","2021-07-06",,"41.0","-62.5",,
"AYM00089606","VOSTOK, AY","2021-07-07","0.0","41.0","-68.8",,
"AYM00089606","VOSTOK, AY","2021-07-08","0.0","41.0","-67.2",,"-69.2"
